0,1,2,3,4,5,6
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
20.588716352031785,14.97249861668671,16.628011296141032,15.947209317217144,17.25175896273176,18.207345828718587,63.51114972988161
