0,1,2,3,4,5
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
-0.04904899859324929,-0.0014103372597637463,-0.017235290372010714,-0.06937015611875945,0.009012418505008604,-0.024580894666018312
